Month,Day,Hour,PV-1 Solar Power,PV-2 Solar Power
4,9,20,-0.0,-0.0
4,9,21,0.0,0.0
4,9,22,0.0,0.0
4,9,23,0.0,0.0
4,10,0,0.0,0.0
4,10,1,0.0,0.0
4,10,2,0.0,0.0
4,10,3,0.0,0.0
4,10,4,0.0,0.0
4,10,5,0.0,0.0
4,10,6,0.0,0.0
4,10,7,-0.0,-0.0
4,10,8,7.712502000000001,10.105087
4,10,9,33.950706,44.640241
4,10,10,64.162403,84.82306
4,10,11,87.18921,115.976409
4,10,12,101.287522,135.657118
4,10,13,110.061177,147.889482
4,10,14,114.308873,153.49276
4,10,15,109.77355499999999,147.057889
4,10,16,96.599473,128.924053
4,10,17,75.456686,100.218455
4,10,18,48.268901,63.775254999999994
4,10,19,18.369963,24.152596000000003
4,10,20,0.242559,0.31032499999999996
4,10,21,0.0,0.0
4,10,22,0.0,0.0
4,10,23,0.0,0.0
4,11,0,0.0,0.0
4,11,1,0.0,0.0
4,11,2,0.0,0.0
4,11,3,0.0,0.0
4,11,4,0.0,0.0
4,11,5,0.0,0.0
4,11,6,0.0,0.0
4,11,7,-0.0,-0.0
4,11,8,8.235104,10.797004000000001
4,11,9,35.004957000000005,46.073828
4,11,10,65.206607,86.33474700000001
4,11,11,88.413644,117.783681
4,11,12,104.996971,140.626476
4,11,13,113.73224,152.853212
4,11,14,117.10028100000001,157.531021
4,11,15,112.09680800000001,150.49425200000002
4,11,16,99.881621,133.51843599999998
4,11,17,79.54475599999999,105.76320299999999
4,11,18,51.379911,67.922793
4,11,19,19.770478999999998,25.999560000000002
4,11,20,0.787952,1.0274349999999999
4,11,21,0.0,0.0
4,11,22,0.0,0.0
4,11,23,0.0,0.0
4,12,0,0.0,0.0
4,12,1,0.0,0.0
4,12,2,0.0,0.0
4,12,3,0.0,0.0
4,12,4,0.0,0.0
4,12,5,0.0,0.0
4,12,6,0.0,0.0
4,12,7,-0.0,-0.0
4,12,8,2.489212,3.258004
4,12,9,8.534183,11.192832000000001
4,12,10,19.404591,25.49212
4,12,11,34.753443,45.778508
4,12,12,78.526276,104.307268
4,12,13,64.201167,85.09094
4,12,14,86.299708,114.97730899999999
4,12,15,87.26380499999999,116.252398
4,12,16,98.92933599999999,132.068003
4,12,17,77.70383,103.21038499999999
4,12,18,49.995284,66.049925
4,12,19,19.463254,25.585059
4,12,20,0.7025710000000001,0.91452
4,12,21,0.0,0.0
4,12,22,0.0,0.0
4,12,23,0.0,0.0
4,13,0,0.0,0.0
4,13,1,0.0,0.0
4,13,2,0.0,0.0
4,13,3,0.0,0.0
4,13,4,0.0,0.0
4,13,5,0.0,0.0
4,13,6,0.0,0.0
4,13,7,-0.0,-0.0
4,13,8,6.3175349999999995,8.279547
4,13,9,30.868774000000002,40.590720000000005
4,13,10,57.909748,76.49382700000001
4,13,11,81.80198399999999,108.562618
4,13,12,99.396283,132.383699
4,13,13,110.201961,147.10738
4,13,14,112.131468,149.74272
4,13,15,104.88749899999999,139.86559599999998
4,13,16,90.67558,120.581845
4,13,17,69.828739,92.509987
4,13,18,43.616909,57.537048999999996
4,13,19,16.938963,22.258475999999998
4,13,20,-0.0,-0.0
4,13,21,0.0,0.0
4,13,22,0.0,0.0
4,13,23,0.0,0.0
4,14,0,0.0,0.0
4,14,1,0.0,0.0
4,14,2,0.0,0.0
4,14,3,0.0,0.0
4,14,4,0.0,0.0
4,14,5,0.0,0.0
4,14,6,0.0,0.0
4,14,7,-0.0,-0.0
4,14,8,8.943275,11.727975
4,14,9,28.125375,36.983714
4,14,10,54.020033000000005,71.362639
4,14,11,85.107637,113.157404
4,14,12,101.36170200000001,135.28885699999998
4,14,13,84.49644,112.40791800000001
4,14,14,108.64360400000001,145.286262
4,14,15,75.35272,100.084409
4,14,16,62.841161,83.277096
4,14,17,45.731252999999995,60.422545
4,14,18,26.327472,34.679858
4,14,19,10.569229,13.890229
4,14,20,0.07201099999999999,0.086618
4,14,21,0.0,0.0
4,14,22,0.0,0.0
4,14,23,0.0,0.0
4,15,0,0.0,0.0
4,15,1,0.0,0.0
4,15,2,0.0,0.0
4,15,3,0.0,0.0
4,15,4,0.0,0.0
4,15,5,0.0,0.0
4,15,6,0.0,0.0
4,15,7,-0.0,-0.0
4,15,8,8.315528,10.901772999999999
4,15,9,33.560348,44.141092
4,15,10,61.728556,81.568398
4,15,11,84.81475,112.591476
4,15,12,84.534713,112.29384
4,15,13,88.062887,117.127313
4,15,14,107.63767,143.78791
4,15,15,99.112957,132.196828
4,15,16,65.039923,86.198567
4,15,17,47.673222,62.99147
4,15,18,34.237801,45.140886
4,15,19,16.509173999999998,21.708544999999997
4,15,20,-0.0,-0.0
4,15,21,0.0,0.0
4,15,22,0.0,0.0
4,15,23,0.0,0.0
4,16,0,0.0,0.0
4,16,1,0.0,0.0
4,16,2,0.0,0.0
4,16,3,0.0,0.0
4,16,4,0.0,0.0
4,16,5,0.0,0.0
4,16,6,0.0,0.0
4,16,7,-0.0,-0.0
4,16,8,0.488588,0.632874
4,16,9,25.987607,34.154238
4,16,10,26.317866000000002,34.603659
4,16,11,41.115865,54.186007
4,16,12,72.030394,95.430931
4,16,13,79.444191,105.4609
4,16,14,79.886708,106.129042
4,16,15,36.952501,48.736144
4,16,16,29.660581999999998,39.0742
4,16,17,20.524335,26.999246
4,16,18,11.647292,15.30277
4,16,19,4.7762,6.268479999999999
4,16,20,0.19767500000000002,0.251654
4,16,21,0.0,0.0
4,16,22,0.0,0.0
4,16,23,0.0,0.0
4,17,0,0.0,0.0
4,17,1,0.0,0.0
4,17,2,0.0,0.0
4,17,3,0.0,0.0
4,17,4,0.0,0.0
4,17,5,0.0,0.0
4,17,6,0.0,0.0
4,17,7,-0.0,-0.0
4,17,8,0.288625,0.368996
4,17,9,1.234894,1.611426
4,17,10,2.863749,3.749108
4,17,11,9.218339,12.087537000000001
4,17,12,88.749658,117.694463
4,17,13,102.096999,135.79719
4,17,14,76.90377099999999,101.866025
4,17,15,102.575739,136.56292499999998
4,17,16,95.534052,127.048169
4,17,17,73.61586,97.512261
4,17,18,32.629041,42.931309
4,17,19,0.502271,0.650882
4,17,20,-0.0,-0.0
4,17,21,0.0,0.0
4,17,22,0.0,0.0
4,17,23,0.0,0.0
4,18,0,0.0,0.0
4,18,1,0.0,0.0
4,18,2,0.0,0.0
4,18,3,0.0,0.0
4,18,4,0.0,0.0
4,18,5,0.0,0.0
4,18,6,0.0,0.0
4,18,7,-0.0,-0.0
4,18,8,10.589106,13.878218
4,18,9,37.01462,48.677448
4,18,10,65.296023,86.269673
4,18,11,89.239303,118.467864
4,18,12,106.237832,141.62822200000002
4,18,13,105.203796,140.351367
4,18,14,117.141881,156.91614199999998
4,18,15,110.252077,147.608148
4,18,16,95.46366,127.46735000000001
4,18,17,74.576223,99.137856
4,18,18,48.988203,64.729657
4,18,19,20.29591,26.677899
4,18,20,1.42802,1.86701
4,18,21,0.0,0.0
4,18,22,0.0,0.0
4,18,23,0.0,0.0
4,19,0,0.0,0.0
4,19,1,0.0,0.0
4,19,2,0.0,0.0
4,19,3,0.0,0.0
4,19,4,0.0,0.0
4,19,5,0.0,0.0
4,19,6,0.0,0.0
4,19,7,-0.0,-0.0
4,19,8,11.641188,15.265837
4,19,9,38.972993,51.296136
4,19,10,67.903156,89.81819800000001
4,19,11,91.113862,121.103472
4,19,12,98.94438099999999,131.808109
4,19,13,108.40763199999999,144.811532
4,19,14,109.26039999999999,146.04838
4,19,15,93.643575,124.756992
4,19,16,66.59228900000001,88.229133
4,19,17,61.399750999999995,81.264423
4,19,18,40.08451,52.845536
4,19,19,16.279353999999998,21.385524
4,19,20,1.8584100000000001,2.43234
4,19,21,0.0,0.0
4,19,22,0.0,0.0
4,19,23,0.0,0.0
4,20,0,0.0,0.0
4,20,1,0.0,0.0
4,20,2,0.0,0.0
4,20,3,0.0,0.0
4,20,4,0.0,0.0
4,20,5,0.0,0.0
4,20,6,0.0,0.0
4,20,7,-0.0,-0.0
4,20,8,12.471268,16.350494
4,20,9,42.392583,55.791511
4,20,10,59.937813999999996,79.115187
4,20,11,81.427913,107.896766
4,20,12,106.69374,142.072028
4,20,13,102.974163,137.097234
4,20,14,103.18704,137.446999
4,20,15,101.22525999999999,134.827613
4,20,16,86.77044500000001,115.28245600000001
4,20,17,64.357841,85.179082
4,20,18,40.276553,53.103357
4,20,19,20.243023,26.612565
4,20,20,1.3660409999999998,1.786598
4,20,21,0.0,0.0
4,20,22,0.0,0.0
4,20,23,0.0,0.0
4,21,0,0.0,0.0
4,21,1,0.0,0.0
4,21,2,0.0,0.0
4,21,3,0.0,0.0
4,21,4,0.0,0.0
4,21,5,0.0,0.0
4,21,6,0.0,0.0
4,21,7,-0.0,-0.0
4,21,8,12.18083,15.978781000000001
4,21,9,39.217983,51.636892
4,21,10,62.580968999999996,82.742223
4,21,11,81.836182,108.636105
4,21,12,97.72173,130.212998
4,21,13,114.521537,153.272856
4,21,14,115.20814200000001,154.333012
4,21,15,108.40778,145.05865599999998
4,21,16,93.93096000000001,125.306138
4,21,17,73.506408,97.633984
4,21,18,47.331652000000005,62.552754
4,21,19,19.928883999999996,26.217031
4,21,20,1.6845809999999999,2.206617
4,21,21,0.0,0.0
4,21,22,0.0,0.0
4,21,23,0.0,0.0
4,22,0,0.0,0.0
4,22,1,0.0,0.0
4,22,2,0.0,0.0
4,22,3,0.0,0.0
4,22,4,0.0,0.0
4,22,5,0.0,0.0
4,22,6,0.0,0.0
4,22,7,-0.0,-0.0
4,22,8,9.009754000000001,11.819540000000002
4,22,9,28.928939999999997,38.064792999999995
4,22,10,66.345414,87.92139
4,22,11,89.27438000000001,118.896022
4,22,12,106.459071,142.303636
4,22,13,115.486063,154.67076999999998
4,22,14,94.45699800000001,125.882235
4,22,15,92.747609,123.55004600000001
4,22,16,90.97669400000001,121.149668
4,22,17,58.982322,78.06819800000001
4,22,18,36.788569,48.515164
4,22,19,14.968088,19.67707
4,22,20,1.842681,2.4148400000000003
4,22,21,0.0,0.0
4,22,22,0.0,0.0
4,22,23,0.0,0.0
4,23,0,0.0,0.0
4,23,1,0.0,0.0
4,23,2,0.0,0.0
4,23,3,0.0,0.0
4,23,4,0.0,0.0
4,23,5,0.0,0.0
4,23,6,0.0,0.0
4,23,7,-0.0,-0.0
4,23,8,9.335173000000001,12.251382
4,23,9,39.88503,52.634252999999994
4,23,10,67.21997599999999,89.300833
4,23,11,89.79705499999999,119.942825
4,23,12,106.990894,143.42355300000003
4,23,13,117.028693,157.25075099999998
4,23,14,116.458968,156.43221100000002
4,23,15,110.73402,148.486064
4,23,16,97.38427,130.145175
4,23,17,77.121251,102.59224499999999
4,23,18,50.755273,67.161865
4,23,19,15.333613999999999,20.169138
4,23,20,2.355804,3.090744
4,23,21,0.0,0.0
4,23,22,0.0,0.0
4,23,23,0.0,0.0
4,24,0,0.0,0.0
4,24,1,0.0,0.0
4,24,2,0.0,0.0
4,24,3,0.0,0.0
4,24,4,0.0,0.0
4,24,5,0.0,0.0
4,24,6,0.0,0.0
4,24,7,-0.0,-0.0
4,24,8,13.382354,17.576291
4,24,9,41.89923,55.310505
4,24,10,69.59036900000001,92.492167
4,24,11,90.211611,120.652632
4,24,12,105.62255,141.899297
4,24,13,115.415902,155.35754
4,24,14,116.061843,156.086881
4,24,15,110.715852,148.55503
4,24,16,97.74589900000001,130.657755
4,24,17,77.54475199999999,103.153614
4,24,18,51.184392,67.724731
4,24,19,21.782734,28.677229999999998
4,24,20,2.5930790000000004,3.402041
4,24,21,0.0,0.0
4,24,22,0.0,0.0
4,24,23,0.0,0.0
4,25,0,0.0,0.0
4,25,1,0.0,0.0
4,25,2,0.0,0.0
4,25,3,0.0,0.0
4,25,4,0.0,0.0
4,25,5,0.0,0.0
4,25,6,0.0,0.0
4,25,7,-0.0,-0.0
4,25,8,13.886503000000001,18.242209
4,25,9,43.423300000000005,57.337058
4,25,10,71.54300199999999,95.13431600000001
4,25,11,91.713486,122.823085
4,25,12,104.389134,140.613581
4,25,13,112.132269,151.48381400000002
4,25,14,113.153026,152.726367
4,25,15,108.347125,145.868301
4,25,16,96.083716,128.826004
4,25,17,77.052091,102.727289
4,25,18,51.740313,68.542471
4,25,19,22.356258999999998,29.447208999999997
4,25,20,2.713866,3.561747
4,25,21,-0.0,-0.0
4,25,22,0.0,0.0
4,25,23,0.0,0.0
4,26,0,0.0,0.0
4,26,1,0.0,0.0
4,26,2,0.0,0.0
4,26,3,0.0,0.0
4,26,4,0.0,0.0
4,26,5,0.0,0.0
4,26,6,0.0,0.0
4,26,7,-0.0,-0.0
4,26,8,7.6034250000000005,9.980804000000001
4,26,9,27.641374,36.404682
4,26,10,50.58667,66.94795699999999
4,26,11,59.357639999999996,78.739262
4,26,12,71.1862,94.720585
4,26,13,85.47001300000001,114.204588
4,26,14,93.091358,124.70846300000001
4,26,15,98.10152400000001,131.655483
4,26,16,75.02663199999999,100.047825
4,26,17,64.599281,85.93038800000001
4,26,18,44.143838,58.440989
4,26,19,22.487872,29.635385
4,26,20,2.282051,2.994558
4,26,21,-0.0,-0.0
4,26,22,0.0,0.0
4,26,23,0.0,0.0
4,27,0,0.0,0.0
4,27,1,0.0,0.0
4,27,2,0.0,0.0
4,27,3,0.0,0.0
4,27,4,0.0,0.0
4,27,5,0.0,0.0
4,27,6,0.0,0.0
4,27,7,0.17435499999999998,0.219713
4,27,8,14.860578,19.517805
4,27,9,43.898776,57.922025999999995
4,27,10,72.479692,96.19299000000001
4,27,11,95.358027,127.205859
4,27,12,98.99261,132.172622
4,27,13,111.345433,149.088534
4,27,14,114.690292,153.651332
4,27,15,95.41749,127.24969100000001
4,27,16,85.55698699999999,113.82438800000001
4,27,17,42.343108,55.893169
4,27,18,39.186174,51.683205
4,27,19,1.565449,2.051843
4,27,20,0.173013,0.21956399999999998
4,27,21,-0.0,-0.0
4,27,22,0.0,0.0
4,27,23,0.0,0.0
4,28,0,0.0,0.0
4,28,1,0.0,0.0
4,28,2,0.0,0.0
4,28,3,0.0,0.0
4,28,4,0.0,0.0
4,28,5,0.0,0.0
4,28,6,0.0,0.0
4,28,7,-0.0,-0.0
4,28,8,2.975963,3.898737
4,28,9,5.980934,7.842995
4,28,10,10.617671,13.931679
4,28,11,18.274707,23.999252000000002
4,28,12,30.086625,39.569312
4,28,13,75.900752,100.498137
4,28,14,77.04584799999999,102.039906
4,28,15,58.91273399999999,77.807417
4,28,16,38.350262,50.502427000000004
4,28,17,17.287139,22.705740000000002
4,28,18,7.092697,9.305854
4,28,19,5.121107,6.716469
4,28,20,-0.0,-0.0
4,28,21,-0.0,-0.0
4,28,22,0.0,0.0
4,28,23,0.0,0.0
4,29,0,0.0,0.0
4,29,1,0.0,0.0
4,29,2,0.0,0.0
4,29,3,0.0,0.0
4,29,4,0.0,0.0
4,29,5,0.0,0.0
4,29,6,0.0,0.0
4,29,7,-0.0,-0.0
4,29,8,10.374609,13.607241
4,29,9,40.887542,53.852976000000005
4,29,10,68.816977,91.113269
4,29,11,91.02056200000001,121.20067
4,29,12,105.645615,141.413342
4,29,13,112.325686,150.999667
4,29,14,108.794195,146.356101
4,29,15,102.22372299999999,137.406662
4,29,16,90.40433,121.02035000000001
4,29,17,72.630179,96.67283599999999
4,29,18,48.811792000000004,64.548884
4,29,19,22.1677,29.167175999999998
4,29,20,2.622243,3.437448
4,29,21,-0.0,-0.0
4,29,22,0.0,0.0
4,29,23,0.0,0.0
4,30,0,0.0,0.0
4,30,1,0.0,0.0
4,30,2,0.0,0.0
4,30,3,0.0,0.0
4,30,4,0.0,0.0
4,30,5,0.0,0.0
4,30,6,0.0,0.0
4,30,7,0.18498599999999998,0.233217
4,30,8,15.371604,20.175543
4,30,9,43.359733,57.153826
4,30,10,71.433139,94.686421
4,30,11,93.4426,124.55149300000001
4,30,12,108.901296,145.807378
4,30,13,116.65370200000001,156.65841
4,30,14,108.095724,145.051217
4,30,15,109.148893,146.600755
4,30,16,97.11824,129.825477
4,30,17,77.82381699999999,103.43056600000001
4,30,18,52.620506,69.549672
4,30,19,23.322125,30.681572
4,30,20,3.644011,4.77981
4,30,21,-0.0,-0.0
4,30,22,0.0,0.0
4,30,23,0.0,0.0
5,1,0,0.0,0.0
5,1,1,0.0,0.0
5,1,2,0.0,0.0
5,1,3,0.0,0.0
5,1,4,0.0,0.0
5,1,5,0.0,0.0
5,1,6,0.0,0.0
5,1,7,0.18087899999999998,0.22798500000000002
5,1,8,11.144521000000001,14.630331
5,1,9,29.879669999999997,39.335705000000004
5,1,10,39.455656000000005,52.037697
5,1,11,56.943673000000004,75.352819
5,1,12,93.917282,125.297545
5,1,13,87.41865700000001,116.548086
5,1,14,88.154773,117.827213
5,1,15,94.446475,126.786535
5,1,16,69.89244199999999,93.06789900000001
5,1,17,43.791987,57.921735999999996
5,1,18,18.659423999999998,24.558893
5,1,19,3.6634160000000002,4.809621
5,1,20,0.7241000000000001,0.944422
5,1,21,-0.0,-0.0
5,1,22,0.0,0.0
5,1,23,0.0,0.0
5,2,0,0.0,0.0
5,2,1,0.0,0.0
5,2,2,0.0,0.0
5,2,3,0.0,0.0
5,2,4,0.0,0.0
5,2,5,0.0,0.0
5,2,6,0.0,0.0
5,2,7,-0.0,-0.0
5,2,8,14.633087,19.210933
5,2,9,38.976724000000004,51.371031
5,2,10,63.854981,84.59322999999999
5,2,11,84.15207799999999,111.987683
5,2,12,101.419808,135.44546400000002
5,2,13,111.114367,148.623984
5,2,14,113.090839,151.25806899999998
5,2,15,96.687814,128.847678
5,2,16,95.16453999999999,126.777636
5,2,17,72.08203599999999,95.60622500000001
5,2,18,48.434397,63.97833
5,2,19,22.328749,29.378550999999998
5,2,20,3.7276550000000004,4.890749
5,2,21,-0.0,-0.0
5,2,22,0.0,0.0
5,2,23,0.0,0.0
5,3,0,0.0,0.0
5,3,1,0.0,0.0
5,3,2,0.0,0.0
5,3,3,0.0,0.0
5,3,4,0.0,0.0
5,3,5,0.0,0.0
5,3,6,0.0,0.0
5,3,7,0.634294,0.823761
5,3,8,16.08226,21.109992
5,3,9,38.178581,50.273072
5,3,10,66.77177800000001,88.36349700000001
5,3,11,83.591142,111.04651799999999
5,3,12,95.223387,126.93600199999999
5,3,13,101.016295,135.048784
5,3,14,107.005794,143.57928700000002
5,3,15,100.05333,134.149119
5,3,16,88.39266400000001,118.086123
5,3,17,69.679925,92.599804
5,3,18,47.092431,62.270865
5,3,19,21.558987000000002,28.381489000000002
5,3,20,3.044772,3.9957190000000002
5,3,21,-0.0,-0.0
5,3,22,0.0,0.0
5,3,23,0.0,0.0
5,4,0,0.0,0.0
5,4,1,0.0,0.0
5,4,2,0.0,0.0
5,4,3,0.0,0.0
5,4,4,0.0,0.0
5,4,5,0.0,0.0
5,4,6,0.0,0.0
5,4,7,-0.0,-0.0
5,4,8,15.164554,19.909677
5,4,9,38.736497,51.029188999999995
5,4,10,63.880190999999996,84.52789299999999
5,4,11,84.891136,112.807261
5,4,12,93.814093,124.93019500000001
5,4,13,91.56528,121.933809
5,4,14,93.151205,124.17853699999999
5,4,15,87.772612,116.96791
5,4,16,38.722561,51.101330000000004
5,4,17,15.707683000000001,20.654963
5,4,18,32.551777,42.898061999999996
5,4,19,15.753549999999999,20.707169999999998
5,4,20,3.3453310000000003,4.388093
5,4,21,-0.0,-0.0
5,4,22,0.0,0.0
5,4,23,0.0,0.0
5,5,0,0.0,0.0
5,5,1,0.0,0.0
5,5,2,0.0,0.0
5,5,3,0.0,0.0
5,5,4,0.0,0.0
5,5,5,0.0,0.0
5,5,6,0.0,0.0
5,5,7,0.451065,0.583073
5,5,8,16.222277,21.290080999999997
5,5,9,41.984809,55.294161
5,5,10,68.48725900000001,90.614581
5,5,11,79.919618,106.021443
5,5,12,99.230987,132.222347
5,5,13,94.257581,125.54553200000001
5,5,14,84.56077,112.45755899999999
5,5,15,28.461769,37.478171
5,5,16,73.004701,96.85127899999999
5,5,17,9.330952,12.254790999999999
5,5,18,2.489358,3.264395
5,5,19,0.805107,1.05067
5,5,20,0.0043890000000000005,-0.0
5,5,21,-0.0,-0.0
5,5,22,0.0,0.0
5,5,23,0.0,0.0
5,6,0,0.0,0.0
5,6,1,0.0,0.0
5,6,2,0.0,0.0
5,6,3,0.0,0.0
5,6,4,0.0,0.0
5,6,5,0.0,0.0
5,6,6,0.0,0.0
5,6,7,1.177607,1.536324
5,6,8,16.045332000000002,21.051589
5,6,9,44.745036999999996,58.926767
5,6,10,68.131074,90.066018
5,6,11,87.854468,116.589879
5,6,12,103.458995,137.81097599999998
5,6,13,110.51258800000001,147.592346
5,6,14,106.59939,142.483002
5,6,15,101.656486,135.975697
5,6,16,76.969176,102.440367
5,6,17,65.52297,86.956678
5,6,18,45.466343,60.040388
5,6,19,1.398,1.82901
5,6,20,0.998458,1.303641
5,6,21,-0.0,-0.0
5,6,22,0.0,0.0
5,6,23,0.0,0.0
5,7,0,0.0,0.0
5,7,1,0.0,0.0
5,7,2,0.0,0.0
5,7,3,0.0,0.0
5,7,4,0.0,0.0
5,7,5,0.0,0.0
5,7,6,0.0,0.0
5,7,7,-0.0,-0.0
5,7,8,0.628058,0.8156720000000001
5,7,9,28.496530999999997,37.455186999999995
5,7,10,65.895063,87.123898
5,7,11,75.79096000000001,100.450547
5,7,12,105.393226,140.716577
5,7,13,107.215356,143.624803
5,7,14,90.579166,120.942327
5,7,15,104.319605,139.52950700000002
5,7,16,89.427746,118.963276
5,7,17,60.815514,80.391897
5,7,18,2.340417,3.065015
5,7,19,2.8633420000000003,3.751021
5,7,20,0.025203,0.023746
5,7,21,-0.0,-0.0
5,7,22,0.0,0.0
5,7,23,0.0,0.0
5,8,0,0.0,0.0
5,8,1,0.0,0.0
5,8,2,0.0,0.0
5,8,3,0.0,0.0
5,8,4,0.0,0.0
5,8,5,0.0,0.0
5,8,6,0.0,0.0
5,8,7,1.587372,2.073627
5,8,8,17.723813999999997,23.266426
5,8,9,45.172102,59.558884
5,8,10,72.05519199999999,95.522952
5,8,11,93.65327,124.816919
5,8,12,109.205921,146.162034
5,8,13,117.268963,157.344489
5,8,14,117.498262,157.693566
5,8,15,111.304659,149.168763
5,8,16,98.257523,131.222061
5,8,17,78.25133100000001,103.995719
5,8,18,53.27301,70.425402
5,8,19,25.014877000000002,32.911453
5,8,20,5.045408999999999,6.619063
5,8,21,-0.0,-0.0
5,8,22,0.0,0.0
5,8,23,0.0,0.0
5,9,0,0.0,0.0
5,9,1,0.0,0.0
5,9,2,0.0,0.0
5,9,3,0.0,0.0
5,9,4,0.0,0.0
5,9,5,0.0,0.0
5,9,6,0.0,0.0
5,9,7,1.7970719999999998,2.349737
5,9,8,18.100504,23.771421999999998
5,9,9,45.650927,60.23952
5,9,10,71.3394,94.730246
5,9,11,89.351517,119.507802
5,9,12,100.12883500000001,134.386944
5,9,13,109.487206,147.080575
5,9,14,110.893933,148.852361
5,9,15,106.14806200000001,142.14455900000002
5,9,16,94.728928,126.39891300000001
5,9,17,76.86756,102.13429099999999
5,9,18,45.080254000000004,59.519282
5,9,19,19.54418,25.699681
5,9,20,5.129677,6.731098
5,9,21,-0.0,-0.0
5,9,22,0.0,0.0
5,9,23,0.0,0.0
5,10,0,0.0,0.0
5,10,1,0.0,0.0
5,10,2,0.0,0.0
5,10,3,0.0,0.0
5,10,4,0.0,0.0
5,10,5,0.0,0.0
5,10,6,0.0,0.0
5,10,7,1.907327,2.4944029999999997
5,10,8,18.530866000000003,24.333642
5,10,9,46.078258999999996,60.770265
5,10,10,73.136027,96.959073
5,10,11,95.36080100000001,127.02878299999999
5,10,12,111.30127499999999,148.821821
5,10,13,117.685986,157.608448
5,10,14,114.461633,153.183123
5,10,15,108.56189599999999,145.089193
5,10,16,95.71819,127.56857600000001
5,10,17,75.620278,100.373131
5,10,18,51.21716000000001,67.684412
5,10,19,24.485788,32.224695
5,10,20,5.066991,6.650067
5,10,21,-0.0,-0.0
5,10,22,0.0,0.0
5,10,23,0.0,0.0
5,11,0,0.0,0.0
5,11,1,0.0,0.0
5,11,2,0.0,0.0
5,11,3,0.0,0.0
5,11,4,0.0,0.0
5,11,5,0.0,0.0
5,11,6,-0.0,-0.0
5,11,7,2.143597,2.804868
5,11,8,18.528281,24.336942
5,11,9,47.021593,62.04980200000001
5,11,10,74.410785,98.76467
5,11,11,95.656283,127.658587
5,11,12,109.805895,147.258927
5,11,13,115.651081,155.593889
5,11,14,113.740939,153.120126
5,11,15,106.88038800000001,143.736994
5,11,16,94.022201,126.061775
5,11,17,75.411249,100.653764
5,11,18,52.247936,69.269433
5,11,19,25.008496,32.94954
5,11,20,5.2646049999999995,6.913591
5,11,21,-0.0,-0.0
5,11,22,0.0,0.0
5,11,23,0.0,0.0
5,12,0,0.0,0.0
5,12,1,0.0,0.0
5,12,2,0.0,0.0
5,12,3,0.0,0.0
5,12,4,0.0,0.0
5,12,5,0.0,0.0
5,12,6,-0.0,-0.0
5,12,7,1.962942,2.5674789999999996
5,12,8,18.829901000000003,24.71807
5,12,9,45.047402000000005,59.344451
5,12,10,71.010347,93.94652099999999
5,12,11,91.931787,122.130939
5,12,12,105.467034,140.603637
5,12,13,109.822356,146.68773499999998
5,12,14,106.060661,141.667474
5,12,15,99.28442299999999,132.49907000000002
5,12,16,86.282877,114.873614
5,12,17,67.75894199999999,89.878681
5,12,18,45.766892999999996,60.460461
5,12,19,14.093574,18.528379
5,12,20,3.822883,5.017308
5,12,21,-0.0,-0.0
5,12,22,0.0,0.0
5,12,23,0.0,0.0
5,13,0,0.0,0.0
5,13,1,0.0,0.0
5,13,2,0.0,0.0
5,13,3,0.0,0.0
5,13,4,0.0,0.0
5,13,5,0.0,0.0
5,13,6,-0.0,-0.0
5,13,7,0.906971,1.182346
5,13,8,17.350248999999998,22.780814999999997
5,13,9,30.643541000000003,40.314783000000006
5,13,10,49.14818,64.863856
5,13,11,75.23488099999999,99.805248
5,13,12,98.323703,131.23261799999997
5,13,13,81.093057,108.000165
5,13,14,102.27422100000001,137.08273699999998
5,13,15,100.033831,133.81381
5,13,16,85.64081399999999,114.03041499999999
5,13,17,56.806081,75.155957
5,13,18,47.233115,62.368417
5,13,19,17.74783,23.331141
5,13,20,3.141591,4.120629
5,13,21,-0.0,-0.0
5,13,22,0.0,0.0
5,13,23,0.0,0.0
5,14,0,0.0,0.0
5,14,1,0.0,0.0
5,14,2,0.0,0.0
5,14,3,0.0,0.0
5,14,4,0.0,0.0
5,14,5,0.0,0.0
5,14,6,-0.0,-0.0
5,14,7,2.682845,3.512502
5,14,8,19.007437999999997,24.968259999999997
5,14,9,48.190069,63.590881
5,14,10,76.09964,100.95023699999999
5,14,11,98.510078,131.275543
5,14,12,115.059636,153.85673699999998
5,14,13,123.422436,165.33929500000002
5,14,14,124.082061,166.256396
5,14,15,116.956095,156.496794
5,14,16,101.705079,135.68069200000002
5,14,17,79.49661599999999,105.610768
5,14,18,53.016263,70.113253
5,14,19,25.196064999999997,33.181608
5,14,20,5.725833,7.520084
5,14,21,-0.0,-0.0
5,14,22,0.0,0.0
5,14,23,0.0,0.0
5,15,0,0.0,0.0
5,15,1,0.0,0.0
5,15,2,0.0,0.0
5,15,3,0.0,0.0
5,15,4,0.0,0.0
5,15,5,0.0,0.0
5,15,6,-0.0,-0.0
5,15,7,2.8017849999999997,3.668526
5,15,8,19.226,25.251193
5,15,9,46.523467,61.374093
5,15,10,71.426829,94.74566499999999
5,15,11,89.04472,118.816518
5,15,12,101.704781,136.249155
5,15,13,110.26436199999999,147.903502
5,15,14,111.977961,150.21700700000002
5,15,15,105.760314,141.626906
5,15,16,92.416136,123.345297
5,15,17,72.726896,96.641629
5,15,18,49.093948,64.936029
5,15,19,23.972021,31.575740000000003
5,15,20,4.990357,6.554863
