Month,Day,Hour,PV-1 Solar Power
1,21,0,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,21,4,0.0
1,21,5,0.0
1,21,6,0.0
1,21,7,0.395256
1,21,8,44.731503
1,21,9,91.739118
1,21,10,130.341272
1,21,11,150.98492000000002
1,21,12,158.916273
1,21,13,155.00203299999998
1,21,14,137.882979
1,21,15,109.131328
1,21,16,68.271068
1,21,17,15.061221
1,21,18,0.0
1,21,19,0.0
1,21,20,0.0
1,21,21,0.0
1,21,22,0.0
1,21,23,0.0
1,22,0,0.0
1,22,1,0.0
1,22,2,0.0
1,22,3,0.0
1,22,4,0.0
1,22,5,0.0
1,22,6,0.0
1,22,7,0.295843
1,22,8,43.572131
1,22,9,87.273489
1,22,10,118.942644
1,22,11,137.668074
1,22,12,143.849222
1,22,13,140.125991
1,22,14,122.117555
1,22,15,93.361646
1,22,16,54.259576
1,22,17,2.0720210000000003
1,22,18,0.0
1,22,19,0.0
1,22,20,0.0
1,22,21,0.0
1,22,22,0.0
1,22,23,0.0
1,23,0,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,23,4,0.0
1,23,5,0.0
1,23,6,0.0
1,23,7,-0.0
1,23,8,-0.0
1,23,9,0.309625
1,23,10,1.021337
1,23,11,11.252466
1,23,12,10.287431
1,23,13,2.3353099999999998
1,23,14,2.508935
1,23,15,5.013584
1,23,16,-0.0
1,23,17,-0.0
1,23,18,0.0
1,23,19,0.0
1,23,20,0.0
1,23,21,0.0
1,23,22,0.0
1,23,23,0.0
1,24,0,0.0
1,24,1,0.0
1,24,2,0.0
1,24,3,0.0
1,24,4,0.0
1,24,5,0.0
1,24,6,0.0
1,24,7,0.27573200000000003
1,24,8,41.045546
1,24,9,86.814809
1,24,10,121.41861
1,24,11,142.40807800000002
1,24,12,150.00150200000002
1,24,13,146.779282
1,24,14,128.510484
1,24,15,101.26184699999999
1,24,16,62.690978
1,24,17,15.882992
1,24,18,0.0
1,24,19,0.0
1,24,20,0.0
1,24,21,0.0
1,24,22,0.0
1,24,23,0.0
1,25,0,0.0
1,25,1,0.0
1,25,2,0.0
1,25,3,0.0
1,25,4,0.0
1,25,5,0.0
1,25,6,0.0
1,25,7,1.596212
1,25,8,51.773599000000004
1,25,9,98.352015
1,25,10,131.882129
1,25,11,111.880543
1,25,12,161.020793
1,25,13,157.025992
1,25,14,139.294524
1,25,15,109.725347
1,25,16,68.043811
1,25,17,17.952501
1,25,18,0.0
1,25,19,0.0
1,25,20,0.0
1,25,21,0.0
1,25,22,0.0
1,25,23,0.0
1,26,0,0.0
1,26,1,0.0
1,26,2,0.0
1,26,3,0.0
1,26,4,0.0
1,26,5,0.0
1,26,6,0.0
1,26,7,0.793079
1,26,8,31.354225
1,26,9,95.185326
1,26,10,99.585252
1,26,11,125.24069100000001
1,26,12,112.738523
1,26,13,148.590563
1,26,14,132.115859
1,26,15,104.193135
1,26,16,63.658856
1,26,17,17.02316
1,26,18,0.0
1,26,19,0.0
1,26,20,0.0
1,26,21,0.0
1,26,22,0.0
1,26,23,0.0
1,27,0,0.0
1,27,1,0.0
1,27,2,0.0
1,27,3,0.0
1,27,4,0.0
1,27,5,0.0
1,27,6,0.0
1,27,7,0.842941
1,27,8,45.736819000000004
1,27,9,90.669446
1,27,10,123.480731
1,27,11,139.845036
1,27,12,146.813763
1,27,13,145.177327
1,27,14,131.347514
1,27,15,104.462965
1,27,16,65.742756
1,27,17,18.23417
1,27,18,0.0
1,27,19,0.0
1,27,20,0.0
1,27,21,0.0
1,27,22,0.0
1,27,23,0.0
1,28,0,0.0
1,28,1,0.0
1,28,2,0.0
1,28,3,0.0
1,28,4,0.0
1,28,5,0.0
1,28,6,0.0
1,28,7,1.056916
1,28,8,45.932308
1,28,9,89.808915
1,28,10,124.586284
1,28,11,83.647155
1,28,12,153.292297
1,28,13,149.463894
1,28,14,132.791982
1,28,15,104.126011
1,28,16,64.613698
1,28,17,18.023205
1,28,18,0.0
1,28,19,0.0
1,28,20,0.0
1,28,21,0.0
1,28,22,0.0
1,28,23,0.0
1,29,0,0.0
1,29,1,0.0
1,29,2,0.0
1,29,3,0.0
1,29,4,0.0
1,29,5,0.0
1,29,6,0.0
1,29,7,1.5087460000000001
1,29,8,47.223004
1,29,9,91.163516
1,29,10,117.577708
1,29,11,138.447726
1,29,12,147.619308
1,29,13,145.39663399999998
1,29,14,130.460056
1,29,15,104.06829499999999
1,29,16,62.734749
1,29,17,18.339869
1,29,18,0.0
1,29,19,0.0
1,29,20,0.0
1,29,21,0.0
1,29,22,0.0
1,29,23,0.0
1,30,0,0.0
1,30,1,0.0
1,30,2,0.0
1,30,3,0.0
1,30,4,0.0
1,30,5,0.0
1,30,6,0.0
1,30,7,0.338787
1,30,8,38.212092
1,30,9,80.463762
1,30,10,111.819107
1,30,11,131.397814
1,30,12,141.839362
1,30,13,140.59027600000002
1,30,14,126.328723
1,30,15,99.31052899999999
1,30,16,60.471644
1,30,17,17.490257
1,30,18,0.0
1,30,19,0.0
1,30,20,0.0
1,30,21,0.0
1,30,22,0.0
1,30,23,0.0
1,31,0,0.0
1,31,1,0.0
1,31,2,0.0
1,31,3,0.0
1,31,4,0.0
1,31,5,0.0
1,31,6,0.0
1,31,7,0.930151
1,31,8,45.349250999999995
1,31,9,89.130704
1,31,10,121.76171000000001
1,31,11,141.54197200000002
1,31,12,149.757634
1,31,13,148.478014
1,31,14,132.85378400000002
1,31,15,105.008681
1,31,16,63.158924
1,31,17,18.440471000000002
1,31,18,0.0
1,31,19,0.0
1,31,20,0.0
1,31,21,0.0
1,31,22,0.0
1,31,23,0.0
2,1,0,0.0
2,1,1,0.0
2,1,2,0.0
2,1,3,0.0
2,1,4,0.0
2,1,5,0.0
2,1,6,0.0
2,1,7,0.081165
2,1,8,10.04179
2,1,9,20.716974999999998
2,1,10,113.419042
2,1,11,114.712297
2,1,12,120.676174
2,1,13,136.35154999999997
2,1,14,120.34780400000001
2,1,15,93.116876
2,1,16,57.209006
2,1,17,17.09942
2,1,18,0.0
2,1,19,0.0
2,1,20,0.0
2,1,21,0.0
2,1,22,0.0
2,1,23,0.0
2,2,0,0.0
2,2,1,0.0
2,2,2,0.0
2,2,3,0.0
2,2,4,0.0
2,2,5,0.0
2,2,6,0.0
2,2,7,1.257877
2,2,8,3.927462
2,2,9,24.707309000000002
2,2,10,85.90438400000001
2,2,11,135.67145499999998
2,2,12,130.994167
2,2,13,113.75419199999999
2,2,14,125.557261
2,2,15,86.221133
2,2,16,63.43416199999999
2,2,17,19.558691
2,2,18,0.0
2,2,19,0.0
2,2,20,0.0
2,2,21,0.0
2,2,22,0.0
2,2,23,0.0
2,3,0,0.0
2,3,1,0.0
2,3,2,0.0
2,3,3,0.0
2,3,4,0.0
2,3,5,0.0
2,3,6,0.0
2,3,7,1.062381
2,3,8,42.583328
2,3,9,70.66319299999999
2,3,10,115.330644
2,3,11,132.929853
2,3,12,139.393422
2,3,13,134.264851
2,3,14,120.718199
2,3,15,96.89088000000001
2,3,16,61.714073
2,3,17,12.075745999999999
2,3,18,0.0
2,3,19,0.0
2,3,20,0.0
2,3,21,0.0
2,3,22,0.0
2,3,23,0.0
2,4,0,0.0
2,4,1,0.0
2,4,2,0.0
2,4,3,0.0
2,4,4,0.0
2,4,5,0.0
2,4,6,0.0
2,4,7,0.9850059999999999
2,4,8,40.614841
2,4,9,82.888364
2,4,10,96.626984
2,4,11,131.138379
2,4,12,125.41292
2,4,13,120.651886
2,4,14,102.419438
2,4,15,71.137889
2,4,16,44.362987000000004
2,4,17,6.9615990000000005
2,4,18,0.0
2,4,19,0.0
2,4,20,0.0
2,4,21,0.0
2,4,22,0.0
2,4,23,0.0
2,5,0,0.0
2,5,1,0.0
2,5,2,0.0
2,5,3,0.0
2,5,4,0.0
2,5,5,0.0
2,5,6,0.0
2,5,7,-0.0
2,5,8,-0.0
2,5,9,0.298969
2,5,10,2.620381
2,5,11,27.460481
2,5,12,60.467371
2,5,13,68.75596
2,5,14,42.858521
2,5,15,28.838406
2,5,16,21.322444
2,5,17,7.862245
2,5,18,0.0
2,5,19,0.0
2,5,20,0.0
2,5,21,0.0
2,5,22,0.0
2,5,23,0.0
2,6,0,0.0
2,6,1,0.0
2,6,2,0.0
2,6,3,0.0
2,6,4,0.0
2,6,5,0.0
2,6,6,0.0
2,6,7,-0.0
2,6,8,8.927838
2,6,9,22.067678
2,6,10,35.532326999999995
2,6,11,69.25678599999999
2,6,12,30.831214
2,6,13,24.767941
2,6,14,14.054527
2,6,15,2.66629
2,6,16,16.22862
2,6,17,-0.0
2,6,18,0.0
2,6,19,0.0
2,6,20,0.0
2,6,21,0.0
2,6,22,0.0
2,6,23,0.0
2,7,0,0.0
2,7,1,0.0
2,7,2,0.0
2,7,3,0.0
2,7,4,0.0
2,7,5,0.0
2,7,6,0.0
2,7,7,-0.0
2,7,8,30.996793
2,7,9,53.593540999999995
2,7,10,98.470446
2,7,11,126.116028
2,7,12,36.597752
2,7,13,113.25275599999999
2,7,14,102.25592200000001
2,7,15,84.233477
2,7,16,59.141974000000005
2,7,17,19.256743999999998
2,7,18,0.0
2,7,19,0.0
2,7,20,0.0
2,7,21,0.0
2,7,22,0.0
2,7,23,0.0
2,8,0,0.0
2,8,1,0.0
2,8,2,0.0
2,8,3,0.0
2,8,4,0.0
2,8,5,0.0
2,8,6,0.0
2,8,7,6.846438
2,8,8,59.22878
2,8,9,104.985084
2,8,10,138.743843
2,8,11,157.937181
2,8,12,165.861717
2,8,13,162.032915
2,8,14,145.018308
2,8,15,116.563214
2,8,16,75.939808
2,8,17,24.799117
2,8,18,0.0
2,8,19,0.0
2,8,20,0.0
2,8,21,0.0
2,8,22,0.0
2,8,23,0.0
2,9,0,0.0
2,9,1,0.0
2,9,2,0.0
2,9,3,0.0
2,9,4,0.0
2,9,5,0.0
2,9,6,0.0
2,9,7,6.799493
2,9,8,57.542286999999995
2,9,9,100.28521099999999
2,9,10,127.847604
2,9,11,147.493366
2,9,12,157.80954300000002
2,9,13,155.51530499999998
2,9,14,139.739834
2,9,15,112.17851399999999
2,9,16,72.66306900000001
2,9,17,24.346736
2,9,18,0.0
2,9,19,0.0
2,9,20,0.0
2,9,21,0.0
2,9,22,0.0
2,9,23,0.0
2,10,0,0.0
2,10,1,0.0
2,10,2,0.0
2,10,3,0.0
2,10,4,0.0
2,10,5,0.0
2,10,6,0.0
2,10,7,7.55972
2,10,8,58.899375
2,10,9,101.355087
2,10,10,129.57407
2,10,11,150.784239
2,10,12,160.650353
2,10,13,156.84231599999998
2,10,14,141.40089300000002
2,10,15,113.520253
2,10,16,72.600246
2,10,17,24.095596
2,10,18,0.0
2,10,19,0.0
2,10,20,0.0
2,10,21,0.0
2,10,22,0.0
2,10,23,0.0
2,11,0,0.0
2,11,1,0.0
2,11,2,0.0
2,11,3,0.0
2,11,4,0.0
2,11,5,0.0
2,11,6,0.0
2,11,7,0.573415
2,11,8,36.200246
2,11,9,77.910295
2,11,10,106.286082
2,11,11,127.51039200000001
2,11,12,137.709492
2,11,13,136.1179
2,11,14,121.667494
2,11,15,95.35394500000001
2,11,16,59.492888
2,11,17,19.953581
2,11,18,0.0
2,11,19,0.0
2,11,20,0.0
2,11,21,0.0
2,11,22,0.0
2,11,23,0.0
2,12,0,0.0
2,12,1,0.0
2,12,2,0.0
2,12,3,0.0
2,12,4,0.0
2,12,5,0.0
2,12,6,0.0
2,12,7,3.9895419999999997
2,12,8,50.209961
2,12,9,91.86143700000001
2,12,10,121.263486
2,12,11,143.010593
2,12,12,153.232294
2,12,13,149.504797
2,12,14,122.5745
2,12,15,106.413655
2,12,16,70.21579399999999
2,12,17,23.968526999999998
2,12,18,0.0
2,12,19,0.0
2,12,20,0.0
2,12,21,0.0
2,12,22,0.0
2,12,23,0.0
2,13,0,0.0
2,13,1,0.0
2,13,2,0.0
2,13,3,0.0
2,13,4,0.0
2,13,5,0.0
2,13,6,0.0
2,13,7,4.347003
2,13,8,49.820473
2,13,9,91.69887200000001
2,13,10,120.347217
2,13,11,138.439666
2,13,12,148.289817
2,13,13,148.62674299999998
2,13,14,134.152629
2,13,15,106.777697
2,13,16,68.35934900000001
2,13,17,23.418052
2,13,18,0.0
2,13,19,0.0
2,13,20,0.0
2,13,21,0.0
2,13,22,0.0
2,13,23,0.0
2,14,0,0.0
2,14,1,0.0
2,14,2,0.0
2,14,3,0.0
2,14,4,0.0
2,14,5,0.0
2,14,6,0.0
2,14,7,4.482127
2,14,8,50.132217
2,14,9,92.312678
2,14,10,116.803207
2,14,11,136.156447
2,14,12,146.906345
2,14,13,146.922943
2,14,14,132.22
2,14,15,105.28859200000001
2,14,16,67.37038000000001
2,14,17,23.398937
2,14,18,0.0
2,14,19,0.0
2,14,20,0.0
2,14,21,0.0
2,14,22,0.0
2,14,23,0.0
2,15,0,0.0
2,15,1,0.0
2,15,2,0.0
2,15,3,0.0
2,15,4,0.0
2,15,5,0.0
2,15,6,0.0
2,15,7,3.110969
2,15,8,44.475702
2,15,9,86.31284600000001
2,15,10,118.512303
2,15,11,137.70371400000002
2,15,12,147.043047
2,15,13,143.070978
2,15,14,128.097115
2,15,15,101.682016
2,15,16,65.98301
2,15,17,23.034683
2,15,18,0.0
2,15,19,0.0
2,15,20,0.0
2,15,21,0.0
2,15,22,0.0
2,15,23,0.0
2,16,0,0.0
2,16,1,0.0
2,16,2,0.0
2,16,3,0.0
2,16,4,0.0
2,16,5,0.0
2,16,6,0.0
2,16,7,5.406726
2,16,8,52.716208
2,16,9,96.385103
2,16,10,125.275407
2,16,11,140.465476
2,16,12,143.555651
2,16,13,142.39804500000002
2,16,14,129.925191
2,16,15,105.470926
2,16,16,68.62650500000001
2,16,17,24.318901
2,16,18,0.0
2,16,19,0.0
2,16,20,0.0
2,16,21,0.0
2,16,22,0.0
2,16,23,0.0
2,17,0,0.0
2,17,1,0.0
2,17,2,0.0
2,17,3,0.0
2,17,4,0.0
2,17,5,0.0
2,17,6,0.0
2,17,7,6.783873
2,17,8,54.31578699999999
2,17,9,96.36398200000001
2,17,10,124.889877
2,17,11,142.533238
2,17,12,153.279554
2,17,13,151.426939
2,17,14,137.01202600000002
2,17,15,110.217735
2,17,16,73.008481
2,17,17,25.919466
2,17,18,0.0
2,17,19,0.0
2,17,20,0.0
2,17,21,0.0
2,17,22,0.0
2,17,23,0.0
2,18,0,0.0
2,18,1,0.0
2,18,2,0.0
2,18,3,0.0
2,18,4,0.0
2,18,5,0.0
2,18,6,0.0
2,18,7,8.201111000000001
2,18,8,57.467228999999996
2,18,9,99.477161
2,18,10,124.69288499999999
2,18,11,144.03122
2,18,12,153.495496
2,18,13,151.62669200000002
2,18,14,135.48144200000002
2,18,15,108.20056600000001
2,18,16,69.66033
2,18,17,24.732618
2,18,18,0.0
2,18,19,0.0
2,18,20,0.0
2,18,21,0.0
2,18,22,0.0
2,18,23,0.0
2,19,0,0.0
2,19,1,0.0
2,19,2,0.0
2,19,3,0.0
2,19,4,0.0
2,19,5,0.0
2,19,6,0.0
2,19,7,6.067413999999999
2,19,8,51.640426
2,19,9,93.11316599999999
2,19,10,123.556016
2,19,11,142.968289
2,19,12,150.892087
2,19,13,146.492401
2,19,14,130.829859
2,19,15,103.628409
2,19,16,66.404591
2,19,17,24.033741000000003
2,19,18,0.0
2,19,19,0.0
2,19,20,0.0
2,19,21,0.0
2,19,22,0.0
2,19,23,0.0
2,20,0,0.0
2,20,1,0.0
2,20,2,0.0
2,20,3,0.0
2,20,4,0.0
2,20,5,0.0
2,20,6,0.0
2,20,7,6.445358000000001
2,20,8,52.812735
2,20,9,95.090154
2,20,10,125.154599
2,20,11,144.08059400000002
2,20,12,151.018124
2,20,13,145.437293
2,20,14,129.795064
2,20,15,102.968848
2,20,16,66.459118
2,20,17,24.259384999999998
2,20,18,0.0
2,20,19,0.0
2,20,20,0.0
2,20,21,0.0
2,20,22,0.0
2,20,23,0.0
2,21,0,0.0
2,21,1,0.0
2,21,2,0.0
2,21,3,0.0
2,21,4,0.0
2,21,5,0.0
2,21,6,0.0
2,21,7,2.8915189999999997
2,21,8,41.713979
2,21,9,74.08006
2,21,10,118.67324
2,21,11,147.93090700000002
2,21,12,157.523266
2,21,13,157.53907999999998
2,21,14,140.172897
2,21,15,110.10111599999999
2,21,16,70.653007
2,21,17,25.226067
2,21,18,0.0
2,21,19,0.0
2,21,20,0.0
2,21,21,0.0
2,21,22,0.0
2,21,23,0.0
2,22,0,0.0
2,22,1,0.0
2,22,2,0.0
2,22,3,0.0
2,22,4,0.0
2,22,5,0.0
2,22,6,0.0
2,22,7,9.090655
2,22,8,57.995648
2,22,9,102.22268399999999
2,22,10,132.45464
2,22,11,152.76216
2,22,12,160.537098
2,22,13,154.628658
2,22,14,137.87374499999999
2,22,15,109.874117
2,22,16,72.593218
2,22,17,26.622331
2,22,18,0.0
2,22,19,0.0
2,22,20,0.0
2,22,21,0.0
2,22,22,0.0
2,22,23,0.0
2,23,0,0.0
2,23,1,0.0
2,23,2,0.0
2,23,3,0.0
2,23,4,0.0
2,23,5,0.0
2,23,6,0.0
2,23,7,7.612352
2,23,8,54.200321
2,23,9,95.910554
2,23,10,120.236376
2,23,11,140.157666
2,23,12,149.392859
2,23,13,145.618645
2,23,14,130.166421
2,23,15,103.665787
2,23,16,66.814104
2,23,17,25.001331999999998
2,23,18,0.0
2,23,19,0.0
2,23,20,0.0
