Month,Day,Hour,PV-1 Solar Power,Turbine-1 Power
1,1,0,0.0,102.49742522303228
1,1,1,0.0,82.10375264596742
1,1,2,0.0,82.91665521423697
1,1,3,0.0,58.80970064872986
1,1,4,0.0,49.60684727560456
1,1,5,0.0,66.00336072461539
1,1,6,0.0,68.12726561862728
1,1,7,0.0,78.9052719226507
1,1,8,6.213933,75.53519452986521
1,1,9,45.208964,59.67879556851586
1,1,10,41.267175,52.15869063650042
1,1,11,90.341173,41.76116739372866
1,1,12,63.420584000000005,31.68711723322412
1,1,13,94.95033000000001,29.58779376676402
1,1,14,83.51253299999999,17.521367522756933
1,1,15,62.721286,7.792171175506223
1,1,16,10.673264999999999,4.680581825179717
1,1,17,-0.0,1.3515821489490016
1,1,18,0.0,0.0513644096041669
1,1,19,0.0,2.037151848782324
1,1,20,0.0,22.684950056674392
1,1,21,0.0,22.5705723731586
1,1,22,0.0,36.49271802162305
1,1,23,0.0,2.300476492168449
1,2,0,0.0,5.617007295394751
1,2,1,0.0,0.201415935043741
1,2,2,0.0,0.0064205512005208
1,2,3,0.0,1.3691349459893645
1,2,4,0.0,5.43823024618101
1,2,5,0.0,9.732233821387837
1,2,6,0.0,10.195597508234536
1,2,7,0.0,9.283126336427935
1,2,8,0.314892,7.792171175506223
1,2,9,0.410646,7.848499906505084
1,2,10,26.355863000000003,9.732233821387837
1,2,11,42.463448,5.892452935867651
1,2,12,3.004618,7.792171175506223
1,2,13,12.132302,10.673440150122516
1,2,14,52.698609,5.799660119611245
1,2,15,21.425938,4.406094629402118
1,2,16,8.099783,7.190242903951544
1,2,17,-0.0,12.196069337578953
1,2,18,0.0,13.77470947019287
1,2,19,0.0,11.165984500206262
1,2,20,0.0,16.29721479025859
1,2,21,0.0,8.726291832469787
1,2,22,0.0,13.611051277210535
1,2,23,0.0,35.4026815214795
1,3,0,0.0,54.385093370502176
1,3,1,0.0,72.0147112414614
1,3,2,0.0,12.424739738028274
1,3,3,0.0,21.22789299022632
1,3,4,0.0,26.046516395623016
1,3,5,0.0,38.25046630252727
1,3,6,0.0,57.30916190675659
1,3,7,0.0,46.39728095688996
1,3,8,0.020132999999999998,66.47146792798061
1,3,9,-0.0,54.59057839305299
1,3,10,9.692896000000001,92.80028465662916
1,3,11,8.877963,90.76398821026658
1,3,12,17.278792000000003,128.18449465960313
1,3,13,14.678615,104.07105340967036
1,3,14,27.270925,116.56014759475757
1,3,15,30.557136999999997,112.1811867457429
1,3,16,3.067434,134.08843951513586
1,3,17,-0.0,120.00505543536136
1,3,18,0.0,126.37570927985234
1,3,19,0.0,152.4738372999507
1,3,20,0.0,168.94776861862525
1,3,21,0.0,124.22772658823416
1,3,22,0.0,122.1042220654168
1,3,23,0.0,113.85218014137692
1,4,0,0.0,92.80028465662916
1,4,1,0.0,87.06173910546991
1,4,2,0.0,107.2664647287331
1,4,3,0.0,43.32922848330767
1,4,4,0.0,6.080997353721036
1,4,5,0.0,3.040879727628424
1,4,6,0.0,11.23756110675633
1,4,7,0.0,6.03348977752485
1,4,8,1.918548,8.848052300200347
