PVWatts V8: Hourly PV Performance Data

INPUTS:
lat,40.4258686
lon,-86.9080655
system_capacity,200
azimuth,180
tilt,20
losses,10
array_type,1
module_type,1
dataset,nsrdb
timeframe,hourly

STATION INFO:
lat,40.40999984741211
lon,-86.9000015258789
elev,176.64999389648438
tz,-5.0
location,918414
city,""
state,Indiana
country,United States
solar_resource_file,918414.csv
distance,1902
weather_data_source,NSRDB PSM V3 GOES tmy-2020 3.2.0

RESULTS
month,day,hour,AC system output (Wac),DC array output (Wdc),plane of array irradiance (W/m2),beam normal irradiance (W/m2),diffuse irradiance (W/m2),ambient temperature (C),module temperature (C),windspeed (m/s),albedo
Jan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.14
Jan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.14
Jan,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.14
Jan,1,3,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,0.14
Jan,1,4,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.9,0.14
Jan,1,5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.7,0.14
Jan,1,6,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.6,0.14
Jan,1,7,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.6,0.14
Jan,1,8,8202.871,9326.042,90.308,297.0,16.0,0.0,1.617,3.1,0.14
Jan,1,9,59473.975,62480.624,339.967,667.0,43.0,1.0,8.24,3.5,0.14
Jan,1,10,97044.323,101431.144,537.115,800.0,58.0,3.0,14.942,3.3,0.14
Jan,1,11,119709.84,124929.294,675.093,866.0,65.0,5.0,20.753,3.0,0.14
Jan,1,12,87003.566,91021.533,496.076,400.0,165.0,7.0,18.945,2.8,0.14
Jan,1,13,125920.117,131367.709,725.496,876.0,71.0,8.0,26.474,2.5,0.14
Jan,1,14,110399.534,115276.968,632.688,828.0,69.0,7.0,25.122,1.9,0.14
Jan,1,15,82333.492,86179.901,464.921,716.0,63.0,5.0,19.202,1.6,0.14
Jan,1,16,16348.096,17770.487,101.529,91.0,58.0,3.0,5.86,1.9,0.14
Jan,1,17,-0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.3,0.14
Jan,1,18,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.7,0.14
Jan,1,19,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.4,0.14
Jan,1,20,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.9,0.14
Jan,1,21,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.1,0.14
Jan,1,22,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.3,0.14
Jan,1,23,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.6,0.14
Jan,2,0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.7,0.14
Jan,2,1,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.4,0.14
Jan,2,2,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.2,0.14
Jan,2,3,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.8,0.14
Jan,2,4,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.6,0.14
Jan,2,5,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.1,0.14
Jan,2,6,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.3,0.14
Jan,2,7,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.4,0.14
Jan,2,8,492.775,1332.711,12.3,0.0,13.0,7.0,7.15,6.7,0.14
Jan,2,9,-0.0,434.01,2.831,0.0,3.0,8.0,8.039,7.1,0.14
Jan,2,10,24440.848,26160.532,144.918,26.0,122.0,10.0,11.879,7.7,0.14
Jan,2,11,16530.637,17959.734,101.948,0.0,105.0,12.0,13.217,8.6,0.14
Jan,2,12,3912.387,4877.945,29.344,0.0,31.0,14.0,14.335,9.1,0.14
Jan,2,13,349.752,1184.434,7.565,0.0,8.0,14.0,14.087,9.0,0.14
Jan,2,14,38803.42,41050.723,227.859,80.0,163.0,14.0,16.725,8.6,0.14
Jan,2,15,32473.753,34488.531,190.695,108.0,117.0,13.0,15.344,8.3,0.14
Jan,2,16,10967.547,12192.281,71.929,31.0,56.0,12.0,12.933,7.6,0.14
Jan,2,17,-0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.5,0.14
Jan,2,18,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.14
Jan,2,19,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.7,0.14
Jan,2,20,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.8,0.14
Jan,2,21,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.1,0.14
Jan,2,22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7,0.14
Jan,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.14
Jan,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.14
Jan,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.14
